genre,artist_name,track_name,popularity,danceability,energy,tempo,valence,categoria_popularidade
Hip-Hop,YG,Get Out Yo Feelin's,51,0.662,0.608,104.024,0.427,Popular
Hip-Hop,Giggs,HOLD UP,60,0.588,0.691,159.858,0.493,Popular
Hip-Hop,Young Thug,Problem,52,0.872,0.639,111.968,0.469,Popular
Hip-Hop,Nas,Street Dreams,52,0.752,0.611,90.993,0.746,Popular
Hip-Hop,Aaron Cole,Right on Time (feat. Tobymac),52,0.651,0.766,100.018,0.795,Popular
Hip-Hop,Afroman,Because I Got High - Extended Version,54,0.789,0.341,166.026,0.793,Popular
Hip-Hop,Jhay Cortez,Costear - Equipo Negro Remix,59,0.847,0.469,149.015,0.415,Popular
Hip-Hop,Hopsin,All Your Fault - Remix,52,0.677,0.712,92.973,0.647,Popular
Hip-Hop,93FEETOFSMOKE,Lie & Say I Love Her,54,0.68,0.527,122.054,0.117,Popular
Hip-Hop,Yella Beezy,Sinner's Prayer,51,0.682,0.591,135.843,0.409,Popular
Hip-Hop,Joey Bada$$,Y U DON'T LOVE ME? (MISS AMERIKKKA),52,0.693,0.703,112.943,0.224,Popular
Hip-Hop,Carnage,Block You (feat. Deko),53,0.836,0.491,131.992,0.273,Popular
Hip-Hop,KAMI,Fake Decent,52,0.771,0.67,148.016,0.404,Popular
Hip-Hop,Mac Miller,Blue Slide Park,52,0.626,0.858,95.6,0.16,Popular
Hip-Hop,G Herbo,Bug (feat. Lil 40 & Pretty Savage),53,0.695,0.692,110.107,0.5,Popular
Hip-Hop,Lil Pump,Pinky Ring (feat. Smokepurpp & Rick Ross),56,0.757,0.511,120.012,0.245,Popular
Hip-Hop,Tyga,Wait For A Minute,58,0.83,0.341,100.001,0.427,Popular
Hip-Hop,Kid Cudi,The Rage,52,0.66,0.722,101.989,0.424,Popular
Hip-Hop,Young Thug,Can't Tell (feat. T.I. and Boosie BadAzz),51,0.93,0.486,111.062,0.334,Popular
Hip-Hop,Mobb Deep,Eye for a Eye (Your Beef Is Mines) (feat. Nas & Raekwon The Chef),54,0.644,0.548,169.884,0.262,Popular
Hip-Hop,Joey Bada$$,Snakes (feat. T'nah Apex),52,0.529,0.669,82.147,0.797,Popular
Hip-Hop,Daddy Yankee,Ven Conmigo,63,0.781,0.842,120.054,0.71,Popular
Hip-Hop,J. Cole,A Tale of 2 Citiez - Live,51,0.664,0.662,98.268,0.185,Popular
Hip-Hop,$uicideBoy$,Shattered Amethyst,54,0.806,0.702,105.975,0.182,Popular
Hip-Hop,DMX,Party Up (Up in Here) - Re-Recorded,54,0.736,0.834,100.979,0.234,Popular
Hip-Hop,Paulo Londra,Cámara Lenta,70,0.814,0.56,130.04,0.441,Muito Popular
Hip-Hop,Mac Miller,PA Nights,51,0.517,0.615,88.933,0.235,Popular
Hip-Hop,Belly,Consuela,52,0.779,0.532,112.006,0.164,Popular
Hip-Hop,Joyner Lucas,Long Way,51,0.664,0.842,134.601,0.706,Popular
Hip-Hop,A.CHAL,DÉJALO,51,0.805,0.386,131.09,0.114,Popular
Hip-Hop,Comethazine,Sticks Out The Window,52,0.809,0.596,85.001,0.254,Popular
Hip-Hop,Quality Control,Interview,52,0.859,0.644,132.06,0.35,Popular
Hip-Hop,City Morgue,Arson,55,0.609,0.804,159.967,0.414,Popular
Hip-Hop,Jay Rock,"Say Wassup (feat. Sc Hoolboy Q, Ab Soul & Kendrick Lamar)",51,0.757,0.771,77.02,0.203,Popular
Hip-Hop,50 Cent,I'll Still Kill,51,0.527,0.727,131.98,0.717,Popular
Hip-Hop,Skizzy Mars,Recognize (feat. JoJo),51,0.738,0.69,100.022,0.426,Popular
Hip-Hop,Nipsey Hussle,Loaded Bases (feat. CeeLo Green),51,0.358,0.835,168.174,0.439,Popular
Hip-Hop,AK,Life Like This,51,0.687,0.731,130.202,0.441,Popular
Hip-Hop,King Lil G,L.A. Vibe,51,0.768,0.691,124.987,0.326,Popular
Hip-Hop,Rae Sremmurd,Changed Up - From Jxmtro,54,0.84,0.592,130.039,0.348,Popular
Hip-Hop,A.CHAL,EXOTICA,53,0.721,0.619,159.936,0.569,Popular
Hip-Hop,Gunna,Phase,52,0.81,0.383,124.981,0.282,Popular
Hip-Hop,Maxo Kream,Pop Another,51,0.697,0.835,115.025,0.506,Popular
Hip-Hop,Cartel De Santa,A Ti Te da Besitos,62,0.533,0.89,84.368,0.955,Popular
Hip-Hop,Eminem,Bagpipes From Baghdad,56,0.743,0.911,93.037,0.375,Popular
Hip-Hop,Ace Hood,Passion,52,0.848,0.466,77.483,0.39,Popular
Hip-Hop,Fuego,Good Vibes - Official Remix,65,0.705,0.614,99.923,0.258,Muito Popular
Hip-Hop,Eminem,Insane,56,0.873,0.872,97.978,0.683,Popular
Hip-Hop,$uicideBoy$,Sarcophagus III,55,0.741,0.708,122.974,0.26,Popular
Hip-Hop,Paul Wall,Girl,53,0.693,0.729,83.989,0.614,Popular
Hip-Hop,"nothing,nowhere.",Clarity In Kerosene,54,0.451,0.771,139.932,0.204,Popular
Hip-Hop,Smokepurpp,Big Dope,52,0.759,0.596,149.125,0.567,Popular
Hip-Hop,Wisin & Yandel,Mi Intención,61,0.81,0.729,140.122,0.491,Popular
Hip-Hop,Bas,PDA,51,0.868,0.536,114.996,0.38,Popular
Hip-Hop,Wiz Khalifa,Lit (feat. Ty Dolla $ign),53,0.617,0.629,113.052,0.27,Popular
Hip-Hop,G Herbo,Bonjour,53,0.555,0.793,153.895,0.283,Popular
Hip-Hop,Dave East,Levelin Up (feat. Fabolous),51,0.607,0.744,130.386,0.0773,Popular
Hip-Hop,Future,No Shame (Future feat. PARTYNEXTDOOR),52,0.362,0.755,173.719,0.236,Popular
Hip-Hop,Fat Nick,Ice Out,54,0.708,0.548,160.067,0.612,Popular
Hip-Hop,DJ Quik,Dollaz + Sense,53,0.833,0.64,99.284,0.465,Popular
Hip-Hop,Adrian Eagle,A.O.K,52,0.773,0.632,83.961,0.474,Popular
Hip-Hop,Jowell & Randy,Que Tu Quieres,64,0.709,0.855,92.985,0.784,Popular
Hip-Hop,ScHoolboy Q,Str8 Ballin,51,0.7,0.862,93.975,0.309,Popular
Hip-Hop,ScHoolboy Q,The Purge,51,0.622,0.641,168.326,0.387,Popular
Hip-Hop,OutKast,"Git Up, Git Out",51,0.841,0.578,83.222,0.559,Popular
Hip-Hop,Comethazine,Pneumonia,52,0.86,0.62,160.085,0.177,Popular
Hip-Hop,Lloyd Banks,I'm So Fly,54,0.649,0.632,179.802,0.768,Popular
Hip-Hop,A$AP Ferg,Murda Something,51,0.844,0.824,135.982,0.329,Popular
Hip-Hop,Casper Magico,Quiere Fumar,59,0.817,0.662,94.967,0.71,Popular
Hip-Hop,$uicideBoy$,"Whoa, I'm Woeful",55,0.621,0.578,127.912,0.367,Popular
Hip-Hop,Lil Baby,Stendo,52,0.623,0.618,156.008,0.125,Popular
Hip-Hop,Comethazine,Sick Shit,52,0.573,0.844,159.855,0.565,Popular
Hip-Hop,2Pac,Better Dayz,58,0.746,0.732,90.881,0.627,Popular
Hip-Hop,Pusha T,Untouchable,52,0.529,0.746,83.354,0.608,Popular
Hip-Hop,Tyga,Pleazer,52,0.656,0.478,79.486,0.2,Popular
Hip-Hop,Rae Sremmurd,Red Wine - From Swaecation,53,0.697,0.441,109.905,0.114,Popular
Hip-Hop,Kodak Black,Bill and Jill,52,0.812,0.583,136.986,0.72,Popular
Hip-Hop,Merkules,Drugs & Liquor,53,0.713,0.705,119.998,0.287,Popular
Hip-Hop,Big L,MVP,54,0.857,0.672,86.777,0.671,Popular
Hip-Hop,$uicideBoy$,Uglier,54,0.666,0.507,181.983,0.0949,Popular
Hip-Hop,Big L,98 Freestyle,53,0.608,0.59,175.8,0.907,Popular
Hip-Hop,Makaveli,To Live And Die In L.A.,52,0.578,0.819,173.84,0.755,Popular
Hip-Hop,Denzel Curry,Sick & Tired,52,0.59,0.781,145.021,0.429,Popular
Hip-Hop,Wicca Phase Springs Eternal,Just One Thing,52,0.773,0.51,89.949,0.286,Popular
Hip-Hop,Kodak Black,Off The Land,52,0.767,0.397,64.937,0.477,Popular
Hip-Hop,Beret,Ojalá,71,0.503,0.615,153.478,0.318,Muito Popular
Hip-Hop,Busta Rhymes,"Touch It - Remix/Featuring Mary J. Blige, Rah Digga, Missy Elliot, Lloyd Banks, Papoose & DMX (Edited)",53,0.644,0.62,67.261,0.429,Popular
Hip-Hop,Zero,Leave The Light On,51,0.68,0.557,130.042,0.521,Popular
Hip-Hop,Justin Stone,HOMECOMING,55,0.745,0.456,79.957,0.506,Popular
Hip-Hop,Jhay Cortez,Popular,61,0.715,0.759,172.027,0.53,Popular
Hip-Hop,Wisin & Yandel,Veo Veo,61,0.703,0.907,92.973,0.491,Popular
Hip-Hop,Los Inquietos Del Norte,La Borrachera,53,0.569,0.865,114.938,0.962,Popular
Hip-Hop,Russ,We Should All Burn Together,53,0.68,0.402,152.047,0.675,Popular
Hip-Hop,"Tyler, The Creator",Hot Chocolate (feat. Jerry Paper),52,0.569,0.358,85.141,0.312,Popular
Hip-Hop,Denzel Curry,32 Ave Intro,52,0.774,0.571,123.009,0.144,Popular
Hip-Hop,YG,BOMPTOWN FINEST,52,0.636,0.577,94.356,0.188,Popular
Hip-Hop,Nipsey Hussle,Succa Proof (feat. Konshens and J. Black),51,0.382,0.953,87.532,0.329,Popular
Hip-Hop,Shy Glizzy,Get Away,54,0.797,0.575,143.969,0.468,Popular
Hip-Hop,Abhi The Nomad,Floors,51,0.613,0.857,131.962,0.32,Popular
Hip-Hop,6 Dogs,Spaceship,53,0.718,0.281,129.911,0.688,Popular
Hip-Hop,Ski Mask The Slump God,THROWAWAY,52,0.835,0.511,160.035,0.932,Popular
Hip-Hop,Rick Ross,Magnificent,51,0.615,0.747,91.347,0.421,Popular
Hip-Hop,Higher Brothers,16 Hours,52,0.602,0.901,148.073,0.756,Popular
Hip-Hop,Denzel Curry,Delusional Shone,52,0.729,0.622,120.001,0.423,Popular
Hip-Hop,MadeinTYO,Whats Gwannin (feat. Roy Woods),51,0.737,0.535,120.01,0.239,Popular
Hip-Hop,Kat Dahlia,Gangsta,55,0.616,0.635,150.176,0.638,Popular
Hip-Hop,"nothing,nowhere.",ruiner,53,0.704,0.717,89.989,0.613,Popular
Hip-Hop,Killstation,Vengeance,56,0.628,0.573,115.503,0.0387,Popular
Hip-Hop,Wisin & Yandel,Hipnotízame,63,0.795,0.818,79.992,0.629,Popular
Hip-Hop,Lil Yachty,Next Up,52,0.883,0.73,145.859,0.34,Popular
Hip-Hop,Daddy Yankee,Descontrol,63,0.729,0.876,92.993,0.674,Popular
Hip-Hop,Kendrick Lamar,Ignorance Is Bliss,52,0.644,0.801,82.156,0.764,Popular
Hip-Hop,Wu-Tang Clan,Wu-Tang: 7th Chamber,53,0.857,0.488,92.102,0.621,Popular
Hip-Hop,Nessly,Wolverine (feat. Yung Bans),53,0.816,0.511,145.061,0.403,Popular
Hip-Hop,G-Unit,G'D Up,54,0.668,0.633,83.897,0.402,Popular
Hip-Hop,21 Savage,Mad High,54,0.772,0.737,149.951,0.533,Popular
Hip-Hop,Flatbush Zombies,M. Bison,51,0.828,0.631,128.538,0.502,Popular
Hip-Hop,Cypress Hill,Tequila Sunrise (feat. Barron Ricks),61,0.547,0.63,192.733,0.555,Popular
Hip-Hop,Jory Boy,Mala Suerte,61,0.779,0.76,91.976,0.83,Popular
Hip-Hop,The Game,Put You On The Game,55,0.395,0.743,87.516,0.681,Popular
Hip-Hop,Webbie,Independent (feat. Lil' Boosie and Lil' Phat),54,0.725,0.431,174.083,0.199,Popular
Hip-Hop,Toby Love,Tengo un Amor,54,0.754,0.573,133.995,0.96,Popular
Hip-Hop,Eminem,Stay Wide Awake,55,0.784,0.846,75.145,0.67,Popular
Hip-Hop,Rakim,Guess Who's Back,59,0.819,0.799,94.013,0.664,Popular
Hip-Hop,bbno$,super saiyan flex,53,0.769,0.733,144.931,0.693,Popular
Hip-Hop,Arcangel,Por Amar A Ciegas,61,0.564,0.684,119.99,0.404,Popular
Hip-Hop,Xavier Wulf,Crash Landing,53,0.768,0.571,91.485,0.351,Popular
Hip-Hop,Wiz Khalifa,Cameras,52,0.75,0.737,95.012,0.571,Popular
Hip-Hop,BROCKHAMPTON,SUNNY,53,0.504,0.659,79.996,0.431,Popular
Hip-Hop,Young Thug,Dome (feat. Duke),51,0.843,0.564,112.938,0.565,Popular
Hip-Hop,Flatbush Zombies,Your Favorite Rap Song,51,0.483,0.615,78.403,0.547,Popular
Hip-Hop,Paris,CRUSHIN (feat. Travis Barker),54,0.498,0.885,129.996,0.358,Popular
Hip-Hop,2Pac,Temptations,58,0.774,0.651,90.704,0.702,Popular
Hip-Hop,Ski Mask The Slump God,Blow,51,0.94,0.68,130.981,0.193,Popular
Hip-Hop,$uicideBoy$,Planting The Roots Only To Fall Out The Tree,54,0.798,0.701,124.048,0.692,Popular
Hip-Hop,Jay Rock,Knock It Off,51,0.925,0.455,132.991,0.885,Popular
Hip-Hop,BROCKHAMPTON,LIQUID,53,0.639,0.631,140.121,0.531,Popular
Hip-Hop,Micro Tdh,Besame Sin Sentir,67,0.459,0.581,170.136,0.59,Muito Popular
Hip-Hop,Higher Brothers,Top (feat. Soulja Boy),52,0.846,0.671,125.269,0.227,Popular
Hip-Hop,Dave East,Day Dreaming (feat. Floyd Miles),52,0.617,0.732,138.964,0.433,Popular
Hip-Hop,Joyner Lucas,Say Hello to Adele,51,0.755,0.844,82.905,0.509,Popular
Hip-Hop,Ivy Queen,La Vida Es Así,55,0.714,0.789,155.998,0.483,Popular
Hip-Hop,Comethazine,Deathwish,51,0.766,0.507,160.135,0.552,Popular
Hip-Hop,Joey Bada$$,AMERIKKKAN IDOL,52,0.53,0.626,97.035,0.448,Popular
Hip-Hop,TOBi,Sweet Poison,53,0.781,0.328,84.984,0.341,Popular
Hip-Hop,Smokepurpp,6 Rings,52,0.832,0.531,131.937,0.176,Popular
Hip-Hop,Dae Dae,Woke Up,53,0.821,0.713,160.988,0.614,Popular
Hip-Hop,Alexis y Fido,Mala Conducta,63,0.711,0.841,176.027,0.964,Popular
Hip-Hop,Mac Miller,Earth (feat. Future),51,0.763,0.483,84.011,0.648,Popular
Hip-Hop,Cosculluela,Prrrum,65,0.832,0.731,90.069,0.712,Muito Popular
Hip-Hop,Tyga,Hollywood Niggaz,53,0.782,0.59,174.069,0.297,Popular
Hip-Hop,Yung Bans,Eye 2 Eye,51,0.751,0.421,75.497,0.416,Popular
Hip-Hop,$uicideBoy$,I Want To Believe,55,0.58,0.819,126.769,0.201,Popular
Hip-Hop,Nicky Jam,Mil Lágrimas,61,0.7,0.528,79.987,0.717,Popular
Hip-Hop,Rae Sremmurd,Set The Roof,54,0.885,0.467,96.983,0.232,Popular
Hip-Hop,Jaden Smith,BACK ON MY SH*T,55,0.733,0.737,149.048,0.293,Popular
Hip-Hop,Wiz Khalifa,Very Special,54,0.819,0.733,75.007,0.437,Popular
Hip-Hop,A$AP Rocky,Jodye,51,0.706,0.525,140.13,0.0772,Popular
Hip-Hop,Makaveli,Toss It Up,52,0.766,0.796,92.053,0.571,Popular
Hip-Hop,Lil Baby,Time After Time,51,0.874,0.426,140.106,0.489,Popular
Hip-Hop,Rick Ross,Movin' Bass - GTA Remix,54,0.695,0.912,160.043,0.59,Popular
Hip-Hop,DaVido,FIA,57,0.819,0.751,107.063,0.858,Popular
Hip-Hop,Cartel De Santa,Somos Chidos,60,0.806,0.712,139.174,0.845,Popular
Hip-Hop,Craig Mack,Flava in Ya Ear,53,0.763,0.541,90.032,0.885,Popular
Hip-Hop,Yelawolf,Get Mine (feat. Kid Rock),51,0.673,0.82,177.996,0.168,Popular
Hip-Hop,YG,Really Be (Smokin N Drinkin),52,0.762,0.546,146.048,0.689,Popular
Hip-Hop,JAY Z,Lost Ones,51,0.762,0.72,84.023,0.631,Popular
Hip-Hop,Fugees,Zealots,51,0.533,0.45,77.999,0.351,Popular
Hip-Hop,Flipp Dinero,Livin' It,52,0.837,0.932,144.051,0.768,Popular
Hip-Hop,Lil Tracy,Heart,55,0.661,0.351,159.988,0.143,Popular
Hip-Hop,Berner,Faded,53,0.527,0.75,89.106,0.16,Popular
Hip-Hop,Riff Raff,Tip Toe 3,52,0.771,0.656,74.996,0.142,Popular
Hip-Hop,J-Wright,Don't Know Love,54,0.809,0.549,125.973,0.527,Popular
Hip-Hop,Flatbush Zombies,Ask Courtney,51,0.717,0.574,100.015,0.353,Popular
Hip-Hop,KYLE,Just A Picture,51,0.842,0.576,120.201,0.866,Popular
Hip-Hop,Rick Ross,Mafia Music,53,0.643,0.833,80.022,0.526,Popular
Hip-Hop,SahBabii,Watery,51,0.742,0.535,120.911,0.381,Popular
Hip-Hop,Icy Narco,Numb & Frozen,54,0.631,0.637,79.927,0.571,Popular
Hip-Hop,Smokepurpp,Wokstar,52,0.762,0.543,86.027,0.504,Popular
Hip-Hop,Skizzy Mars,Hit Me Harder (feat. Jaymes Young),51,0.491,0.675,87.222,0.665,Popular
Hip-Hop,Oliver Francis,Aeou,54,0.483,0.702,110.579,0.104,Popular
Hip-Hop,Hopsin,Crown Me,51,0.692,0.668,129.74,0.199,Popular
Hip-Hop,Meek Mill,Fuck That Check Up (feat. Lil Uzi Vert),51,0.861,0.715,148.971,0.535,Popular
Hip-Hop,SAINt JHN,Traci Lords,54,0.838,0.736,143.986,0.524,Popular
Hip-Hop,A$AP Twelvyy,Child's Play,54,0.692,0.743,149.998,0.216,Popular
Hip-Hop,Future,Good Dope,51,0.863,0.409,130.011,0.2,Popular
Hip-Hop,Nas,One Time 4 Your Mind,52,0.823,0.547,77.791,0.483,Popular
Hip-Hop,Gorilla Zoe,I Got It,52,0.651,0.886,160.011,0.511,Popular
Hip-Hop,50 Cent,In My Hood,55,0.812,0.727,89.962,0.475,Popular
Hip-Hop,50 Cent,Back Down,51,0.788,0.652,89.033,0.241,Popular
Hip-Hop,Future,When I Was Broke,51,0.883,0.583,125.898,0.533,Popular
Hip-Hop,R.K.M & Ken-Y,Me Matas,64,0.775,0.744,92.98,0.581,Popular
Hip-Hop,Jay Rock,For What It's Worth,51,0.805,0.537,144.045,0.535,Popular
Hip-Hop,KYLE,Endless Summer Symphony,51,0.708,0.658,134.99,0.354,Popular
Hip-Hop,Ski Mask The Slump God,Giggle,51,0.75,0.504,145.071,0.336,Popular
Hip-Hop,Matt Ox,Tesla,53,0.78,0.498,144.935,0.366,Popular
Hip-Hop,Curren$y,Saturday Night Special,51,0.499,0.635,74.826,0.463,Popular
Hip-Hop,PnB Rock,Stand Back,52,0.737,0.708,170.011,0.479,Popular
Hip-Hop,Mr Eazi,Miss You Bad,61,0.739,0.755,100.056,0.547,Popular
Hip-Hop,Eminem,My Mom,56,0.588,0.883,180.316,0.769,Popular
Hip-Hop,G-Eazy,What If,54,0.519,0.528,129.835,0.164,Popular
Hip-Hop,Yung Bans,Right Through You,51,0.804,0.358,144.029,0.197,Popular
Hip-Hop,Birdman,Anythang,52,0.869,0.48,111.004,0.0583,Popular
Hip-Hop,Joyner Lucas,Lovely,52,0.515,0.79,129.19,0.315,Popular
Hip-Hop,Nas,Take It In Blood,51,0.789,0.449,91.777,0.301,Popular
Hip-Hop,$uicideBoy$,Lucky Me,54,0.743,0.619,104.038,0.226,Popular
Hip-Hop,KYLE,ShipTrip,52,0.759,0.578,116.809,0.697,Popular
Hip-Hop,Mike Stud,Can't Say No,55,0.767,0.569,142.959,0.801,Popular
Hip-Hop,Kid Trunks,Love Never Blossoms,53,0.834,0.57,160.034,0.614,Popular
Hip-Hop,Carnage,Visa (feat. Young Troy),51,0.83,0.421,119.964,0.628,Popular
Hip-Hop,Ryan Oakes,Talking To Myself,53,0.7,0.705,110.015,0.0375,Popular
Hip-Hop,Afrika Bambaataa,Planet Rock,51,0.915,0.807,127.35,0.708,Popular
Hip-Hop,Run–D.M.C.,It's Like That,53,0.964,0.889,121.144,0.552,Popular
Hip-Hop,Lil Baby,Days Off,52,0.465,0.644,111.038,0.761,Popular
Hip-Hop,Busta Rhymes,Pass the Courvoisier Part II (feat. P. Diddy & Pharrell) - Remix,51,0.586,0.788,98.036,0.565,Popular
Hip-Hop,Eminem,Elevator,54,0.783,0.795,90.488,0.559,Popular
Hip-Hop,SahBabii,Boyfriend (feat. T3),52,0.847,0.445,133.045,0.358,Popular
Hip-Hop,Jay Critch,Rich Forever Way Outro,52,0.873,0.5,155.07,0.529,Popular
Hip-Hop,Key Glock,Big Glock,51,0.788,0.605,135.222,0.601,Popular
Hip-Hop,Harrdy Sandhu,Naah,56,0.715,0.863,99.981,0.828,Popular
Hip-Hop,Scarface,No Tears,51,0.88,0.818,81.93,0.726,Popular
Hip-Hop,Wiz Khalifa,Fly Solo,53,0.74,0.723,82.018,0.919,Popular
Hip-Hop,Juicy J,Medication,52,0.92,0.771,140.051,0.635,Popular
Hip-Hop,$uicideBoy$,20th CENTURION,54,0.833,0.74,145.99,0.952,Popular
Hip-Hop,Lacrim,Bloody,69,0.723,0.934,85.514,0.573,Muito Popular
Hip-Hop,French Montana,Unforgettable (feat. Swae Lee) - Major Lazer Remix,62,0.728,0.676,99.972,0.307,Popular
Hip-Hop,K.A.A.N.,Phoenix,55,0.75,0.81,119.998,0.122,Popular
Hip-Hop,Yung Pinch,Underdogs,55,0.756,0.457,139.972,0.265,Popular
Hip-Hop,De La Ghetto,Ojalá (feat. Darell),59,0.64,0.529,128.101,0.177,Popular
Hip-Hop,Chris Webby,Skyline 2,53,0.851,0.771,100.944,0.363,Popular
Hip-Hop,Woodie Smalls,Planet Shrooms,51,0.529,0.788,111.772,0.408,Popular
Hip-Hop,Young Thug,Get High (feat. Snoop Dogg & Lil Durk),51,0.707,0.496,145.924,0.211,Popular
Hip-Hop,Cartel De Santa,Wacha Están Maman** Riata,60,0.746,0.875,89.416,0.814,Popular
Hip-Hop,The D.O.C.,The Formula,51,0.83,0.626,92.25,0.475,Popular
Hip-Hop,Zack Knight,Bom Diggy Diggy,57,0.782,0.827,104.032,0.498,Popular
Hip-Hop,PnB Rock,Playa No More,52,0.591,0.73,174.06,0.362,Popular
Hip-Hop,Childish Gambino,Riot,51,0.498,0.942,91.358,0.6,Popular
Hip-Hop,"Tyler, The Creator",Pigs,51,0.441,0.737,78.462,0.488,Popular
Hip-Hop,Eminem,Old Time's Sake,55,0.767,0.829,176.022,0.81,Popular
Hip-Hop,Denzel Curry,Equalizer,51,0.768,0.536,122.005,0.357,Popular
Hip-Hop,AK,Love Me,51,0.672,0.729,135.843,0.352,Popular
Hip-Hop,Ice Cube,Good Cop Bad Cop,57,0.713,0.935,91.98,0.878,Popular
Hip-Hop,Snoop Dogg,That's That Shit,53,0.864,0.607,82.048,0.747,Popular
Hip-Hop,Rich The Kid,Trappin' So Hard (Rich The Kid & Rico Love),51,0.867,0.564,109.95,0.237,Popular
Hip-Hop,Jackson Wang,Fendiman,56,0.758,0.739,149.993,0.384,Popular
Hip-Hop,Yung Pinch,Bring Me Down,55,0.738,0.563,139.967,0.196,Popular
Hip-Hop,Lil Wayne,Best Rapper Alive,51,0.633,0.879,151.51,0.416,Popular
Hip-Hop,G Herbo,Yerk 30,53,0.581,0.539,147.17,0.151,Popular
Hip-Hop,A Tribe Called Quest,Dis Generation,52,0.739,0.79,96.055,0.652,Popular
Hip-Hop,Kodak Black,Twenty 8,51,0.767,0.803,142.039,0.317,Popular
Hip-Hop,"Tyler, The Creator",BUFFALO (feat. Shane Powers),51,0.347,0.824,168.53,0.12,Popular
Hip-Hop,Lary Over,"Tu Me Enamoraste (Remix) [feat. Anuel, Bryant Myers, Almighty & Brytiago]",61,0.516,0.553,119.804,0.324,Popular
Hip-Hop,Sheck Wes,WESPN,52,0.655,0.526,161.808,0.675,Popular
Hip-Hop,Lupe Fiasco,XO (feat. Troi Irons),51,0.662,0.922,128.137,0.174,Popular
Hip-Hop,Nas,Got Ur Self A...,52,0.699,0.869,93.612,0.616,Popular
Hip-Hop,Big Pun,You Ain't a Killer,53,0.724,0.887,90.945,0.745,Popular
Hip-Hop,Kato,Show You Love,60,0.689,0.832,123.936,0.657,Popular
Hip-Hop,Eminem,Music Box,54,0.462,0.719,81.66,0.427,Popular
Hip-Hop,G-Eazy,Sad Boy,54,0.601,0.64,161.949,0.27,Popular
Hip-Hop,Watsky,Talking to Myself,51,0.693,0.647,151.948,0.34,Popular
Hip-Hop,Scarlxrd,SX SAD,58,0.573,0.868,72.535,0.263,Popular
Hip-Hop,Ghostemane,D(R)Own,57,0.617,0.541,79.998,0.43,Popular
Hip-Hop,SAINt JHN,GOD BLESS THE RATCHETS,54,0.783,0.474,141.004,0.0818,Popular
Hip-Hop,J Alvarez,"Sexo, Sudor y Calor",63,0.746,0.885,167.929,0.961,Popular
Hip-Hop,Machine Gun Kelly,Kiss the Sky,52,0.711,0.662,125.988,0.0586,Popular
Hip-Hop,French Montana,Off The Rip,51,0.627,0.675,178.08,0.567,Popular
Hip-Hop,Eazy-E,Gimmie That Nutt,53,0.947,0.854,104.076,0.775,Popular
Hip-Hop,Micro Tdh,Cafuné,68,0.564,0.699,167.525,0.227,Muito Popular
Hip-Hop,$uicideBoy$,Fold,54,0.811,0.573,129.975,0.369,Popular
Hip-Hop,Too $hort,Only Dimes (feat. G-Eazy & The-Dream),52,0.81,0.563,100.003,0.461,Popular
Hip-Hop,MANILA GREY,Timezones,57,0.601,0.664,161.074,0.483,Popular
Hip-Hop,BROCKHAMPTON,CHICK,53,0.464,0.71,150.068,0.585,Popular
Hip-Hop,Guvna B,Cast Your Cares - Radio Edit,52,0.325,0.581,173.863,0.266,Popular
Hip-Hop,Gucci Mane,Lil Story (feat. ScHoolboy Q),51,0.943,0.777,135.0,0.711,Popular
Hip-Hop,Los Inquietos Del Norte,De Que Se Puede Se Puede,53,0.551,0.891,97.471,0.68,Popular
Hip-Hop,Anfa Rose,Come Clean,53,0.525,0.416,80.449,0.554,Popular
Hip-Hop,Wiz Khalifa,Say Yeah,51,0.751,0.806,142.015,0.685,Popular
Hip-Hop,Lil Baby,Ride My Wave,51,0.566,0.654,91.598,0.583,Popular
Hip-Hop,Los Originales De San Juan,Mi Ultimo Deseo,52,0.752,0.709,120.705,0.866,Popular
Hip-Hop,Lil Baby,Whatchu Gon Do,51,0.59,0.58,150.0,0.355,Popular
Hip-Hop,Future,Who,51,0.846,0.635,110.034,0.51,Popular
Hip-Hop,La Santa Grifa,El Diablo Anda Suelto,61,0.892,0.612,126.465,0.743,Popular
Hip-Hop,BROCKHAMPTON,BUMP,52,0.625,0.699,147.956,0.381,Popular
Hip-Hop,Makaveli,Krazy,51,0.734,0.697,81.908,0.501,Popular
Hip-Hop,Paul Wall,Caught Ya Lookin',52,0.8,0.592,140.119,0.442,Popular
Hip-Hop,bbno$,stucco,54,0.882,0.582,93.999,0.508,Popular
Hip-Hop,Imran Khan,Satisfya,67,0.726,0.652,163.879,0.803,Muito Popular
Hip-Hop,Heuss L'enfoiré,Khapta,81,0.811,0.692,125.009,0.817,Hit Mundial
Hip-Hop,Merkules,Noise,55,0.76,0.612,121.002,0.479,Popular
Hip-Hop,Lil Baby,9To5,51,0.722,0.602,140.049,0.496,Popular
Hip-Hop,Bubba Sparxxx,Country Folks (feat. Colt Ford & Danny Boone),51,0.632,0.788,96.009,0.747,Popular
Hip-Hop,Future,Outta Time,51,0.75,0.546,75.443,0.438,Popular
Hip-Hop,Meek Mill,Pullin Up (feat. The Weeknd),53,0.498,0.59,131.998,0.223,Popular
Hip-Hop,Lil Yachty,Dirty Mouth,51,0.798,0.621,130.037,0.314,Popular
Hip-Hop,2Pac,Changes - Greatest Hits Version,54,0.859,0.676,111.107,0.329,Popular
