genre,artist_name,track_name,popularity,danceability,energy,tempo,valence,categoria_popularidade
Alternative,Radiohead,Bodysnatchers,55,0.343,0.977,166.664,0.727,Popular
Alternative,Foo Fighters,Bridge Burning,55,0.42,0.914,170.199,0.301,Popular
Alternative,Starset,Satellite,52,0.386,0.931,77.119,0.339,Popular
Alternative,Adelitas Way,What It Takes,52,0.516,0.877,174.173,0.625,Popular
Alternative,DaniLeigh,No Limits,54,0.858,0.458,133.965,0.242,Popular
Alternative,Marilyn Manson,The Dope Show,55,0.559,0.696,134.952,0.382,Popular
Alternative,Mac Ayres,Show Me,51,0.607,0.471,171.704,0.455,Popular
Alternative,Freddie Gibbs,Thuggin’,53,0.427,0.604,91.546,0.256,Popular
Alternative,The Avett Brothers,Murder in the City,51,0.632,0.254,106.026,0.232,Popular
Alternative,Helmet,Unsung,52,0.336,0.807,160.359,0.726,Popular
Alternative,for KING & COUNTRY,Amen,52,0.64,0.469,90.001,0.305,Popular
Alternative,Rend Collective,Build Your Kingdom Here,53,0.456,0.508,133.965,0.553,Popular
Alternative,Main Source,Live at the Barbeque - 2017 Remastered Version,52,0.767,0.909,102.074,0.39,Popular
Alternative,The Cult,Fire Woman,55,0.495,0.798,132.007,0.461,Popular
Alternative,OK Go,Get Over It,57,0.389,0.767,184.926,0.544,Popular
Alternative,Summer Walker,Baby,51,0.548,0.461,84.723,0.64,Popular
Alternative,The Internet,Roll (Burbank Funk),53,0.784,0.682,112.512,0.967,Popular
Alternative,Kota the Friend,Birdie,51,0.811,0.753,85.016,0.559,Popular
Alternative,Disturbed,Prayer,52,0.65,0.914,99.107,0.586,Popular
Alternative,System Of A Down,Revenga,56,0.51,0.944,140.043,0.44,Popular
Alternative,Sonic Youth,Teen Age Riot (Album Version),59,0.286,0.907,156.395,0.746,Popular
Alternative,AWOLNATION,Woman Woman,52,0.667,0.678,100.007,0.446,Popular
Alternative,Gorillaz,Submission (feat. Danny Brown & Kelela),51,0.677,0.83,137.997,0.612,Popular
Alternative,Korn,Word Up!,59,0.577,0.94,116.045,0.818,Popular
Alternative,Pearl Jam,State of Love and Trust,54,0.326,0.894,165.193,0.664,Popular
Alternative,Kali Uchis,Tyrant (feat. Daniel Caesar) - Remix,51,0.658,0.499,109.893,0.633,Popular
Alternative,Foo Fighters,Arlandria,56,0.632,0.734,116.336,0.645,Popular
Alternative,Avenged Sevenfold,Fiction,51,0.605,0.627,120.0,0.243,Popular
Alternative,Three Days Grace,Let It Die,51,0.451,0.884,97.48,0.314,Popular
Alternative,Franc Moody,Dance Moves,56,0.824,0.75,116.005,0.705,Popular
Alternative,Red Hot Chili Peppers,Slow Cheetah,55,0.39,0.344,178.102,0.244,Popular
Alternative,DRAMA,Low Tide,56,0.77,0.454,107.024,0.493,Popular
Alternative,Jeremy Riddle,All Hail King Jesus,52,0.283,0.445,147.509,0.0898,Popular
Alternative,Parkway Drive,Crushed,54,0.404,0.964,84.996,0.24,Popular
Alternative,Korn,Get Up! (feat. Skrillex),55,0.508,0.894,139.944,0.248,Popular
Alternative,Dope,Debonaire,55,0.586,0.889,140.535,0.837,Popular
Alternative,Tigers Jaw,Plane vs. Tank vs. Submarine,51,0.592,0.66,90.052,0.258,Popular
Alternative,Natalia Lafourcade,Tú Sí Sabes Quererme (feat. Los Macorinos),62,0.664,0.46,170.057,0.792,Popular
Alternative,The Church,Under the Milky Way,55,0.578,0.583,135.986,0.519,Popular
Alternative,Airways,Alien,53,0.565,0.87,96.006,0.363,Popular
Alternative,Passion,Reckless Love - Live,52,0.271,0.685,168.086,0.0839,Popular
Alternative,Slipknot,My Plague,56,0.279,0.993,88.553,0.107,Popular
Alternative,LION BABE,Honey Dew,54,0.514,0.496,95.512,0.481,Popular
Alternative,Caifanes,Viento,65,0.586,0.855,124.917,0.448,Muito Popular
Alternative,Gojira,Silvera,57,0.333,0.959,137.052,0.242,Popular
Alternative,Evanescence,Haunted,52,0.364,0.852,155.653,0.176,Popular
Alternative,Shinedown,THE HUMAN RADIO,51,0.469,0.754,171.952,0.573,Popular
Alternative,Limp Bizkit,Hot Dog,58,0.583,0.94,101.29,0.569,Popular
Alternative,Catfish and the Bottlemen,Soundcheck,59,0.602,0.755,135.042,0.646,Popular
Alternative,Red Hot Chili Peppers,Stadium Arcadium,56,0.491,0.707,113.474,0.219,Popular
Alternative,Good Charlotte,The River,52,0.439,0.945,161.954,0.455,Popular
Alternative,Avenged Sevenfold,Doing Time,52,0.433,0.994,160.033,0.533,Popular
Alternative,The Score,Under The Pressure,52,0.487,0.833,191.929,0.537,Popular
Alternative,Korn,Make Me Bad,55,0.532,0.797,110.006,0.417,Popular
Alternative,Four Year Strong,We All Float Down Here,51,0.522,0.996,96.477,0.138,Popular
Alternative,Weezer,El Scorcho,52,0.479,0.707,148.092,0.661,Popular
Alternative,Eryn Allen Kane,Fragile,51,0.518,0.317,131.495,0.227,Popular
Alternative,R.E.M.,Nightswimming,57,0.566,0.385,114.227,0.571,Popular
Alternative,Smino,Coupe Se' Yern,51,0.842,0.535,76.983,0.713,Popular
Alternative,The Smashing Pumpkins,Landslide - Remastered,53,0.422,0.208,111.546,0.354,Popular
Alternative,Incubus,Stellar - acoustic,53,0.403,0.498,128.192,0.351,Popular
Alternative,Barns Courtney,Sinners,52,0.5,0.854,94.96,0.404,Popular
Alternative,Nickelback,Trying Not to Love You,56,0.473,0.924,160.017,0.41,Popular
Alternative,Red Hot Chili Peppers,Desecration Smile,57,0.574,0.799,91.656,0.446,Popular
Alternative,Phantogram,You Don’t Get Me High Anymore,53,0.504,0.945,97.972,0.744,Popular
Alternative,Modest Mouse,Dramamine,52,0.376,0.736,185.12,0.796,Popular
Alternative,As I Lay Dying,The Sound Of Truth,54,0.368,0.981,165.018,0.277,Popular
Alternative,Sum 41,With Me,59,0.164,0.859,175.118,0.128,Popular
Alternative,Sarah Jarosz,Build Me Up From Bones,55,0.515,0.286,115.076,0.284,Popular
Alternative,Evans Blue,Beyond The Stars,53,0.406,0.952,88.563,0.534,Popular
Alternative,SG Lewis,Easy Loving You (with Kamille),55,0.369,0.387,183.429,0.213,Popular
Alternative,Freddie Gibbs,High (feat. Danny Brown),52,0.566,0.805,118.965,0.616,Popular
Alternative,Jarryd James,Do You Remember,54,0.671,0.303,72.025,0.306,Popular
Alternative,Rammstein,TATTOO,69,0.612,0.96,141.042,0.302,Muito Popular
Alternative,The Velvet Underground,Sunday Morning,60,0.505,0.442,105.826,0.532,Popular
Alternative,Doja Cat,Wine Pon You,51,0.797,0.444,95.035,0.138,Popular
Alternative,Joywave,Destruction,52,0.66,0.638,108.004,0.558,Popular
Alternative,Nickelback,Never Again,52,0.592,0.907,135.674,0.919,Popular
Alternative,Static-X,The Only,57,0.428,0.979,104.84,0.292,Popular
Alternative,Rammstein,Engel,56,0.637,0.658,96.072,0.328,Popular
Alternative,Passion,"God, You’re So Good - Live",54,0.201,0.342,139.319,0.06,Popular
Alternative,Julieta Venegas,Limón y Sal,65,0.634,0.649,111.03,0.491,Muito Popular
Alternative,Chromeo,Must've Been (feat. DRAM),51,0.8,0.774,125.977,0.932,Popular
Alternative,Florence + The Machine,South London Forever,56,0.676,0.577,107.0,0.49,Popular
Alternative,Heroes Del Silencio,Maldito duende,63,0.374,0.85,125.796,0.348,Popular
Alternative,Weezer,Perfect Situation,51,0.47,0.806,93.853,0.403,Popular
Alternative,Red Hot Chili Peppers,Look Around,57,0.56,0.953,111.911,0.519,Popular
Alternative,Avenged Sevenfold,Wish You Were Here,53,0.572,0.567,130.018,0.29,Popular
Alternative,Nickelback,Must Be Nice,54,0.619,0.916,98.008,0.743,Popular
Alternative,Jane's Addiction,Stop,54,0.433,0.752,122.901,0.362,Popular
Alternative,anders,December (feat. Luca),54,0.735,0.329,91.004,0.335,Popular
Alternative,Cady Groves,This Little Girl,51,0.576,0.9,75.046,0.75,Popular
Alternative,GoldLink,Swoosh,52,0.511,0.505,148.26,0.167,Popular
Alternative,People Under The Stairs,Acid Raindrops,51,0.859,0.684,91.601,0.613,Popular
Alternative,Injury Reserve,Ttktv,51,0.63,0.449,158.861,0.0738,Popular
Alternative,The Blue Stones,Black Holes (Solid Ground),57,0.562,0.843,91.979,0.262,Popular
Alternative,The Vines,Get Free,57,0.502,0.978,138.811,0.603,Popular
Alternative,Julieta Venegas,Lento,64,0.762,0.745,143.965,0.804,Popular
Alternative,NEEDTOBREATHE,GREAT NIGHT (feat. Shovels & Rope),51,0.453,0.914,129.841,0.504,Popular
Alternative,Red Hot Chili Peppers,Universally Speaking,57,0.558,0.924,117.111,0.344,Popular
Alternative,Skillet,Lucy,51,0.481,0.71,140.062,0.188,Popular
Alternative,Three Days Grace,Human Race,54,0.261,0.849,142.791,0.23,Popular
Alternative,Sick Puppies,All The Same,52,0.311,0.76,177.592,0.189,Popular
Alternative,Slayer,South Of Heaven,52,0.314,0.991,138.975,0.0395,Popular
Alternative,Two Door Cinema Club,Dirty Air,51,0.606,0.944,138.022,0.668,Popular
Alternative,The Velvet Underground,Rock & Roll - 2015 Remastered Full Length Version,56,0.494,0.735,132.526,0.742,Popular
Alternative,Sabrina Claudio,Too Much Too Late,52,0.62,0.447,92.072,0.324,Popular
Alternative,Avenged Sevenfold,Trashed and Scattered,51,0.327,0.961,175.241,0.33,Popular
Alternative,Corey Taylor,From Can to Can't,51,0.292,0.628,135.903,0.235,Popular
Alternative,MISSIO,I Don't Give A...,51,0.504,0.622,141.205,0.108,Popular
Alternative,GoldLink,Tiff Freestyle,52,0.74,0.705,95.783,0.744,Popular
Alternative,Die Antwoord,Cookie Thumper!,56,0.784,0.795,133.938,0.504,Popular
Alternative,Neutral Milk Hotel,King of Carrot Flowers Pt. 1,55,0.419,0.519,94.044,0.343,Popular
Alternative,Des Rocs,Dead Ringer,53,0.568,0.9,94.963,0.375,Popular
Alternative,The Neighbourhood,Paradise,54,0.677,0.716,83.004,0.304,Popular
Alternative,Deerhunter,He Would Have Laughed,56,0.354,0.668,118.54,0.372,Popular
Alternative,Bleeker,Highway,55,0.457,0.941,154.038,0.704,Popular
Alternative,Avenged Sevenfold,Victim,51,0.547,0.831,130.0,0.101,Popular
Alternative,MARINA,Karma,57,0.724,0.7,96.026,0.396,Popular
Alternative,Nine Inch Nails,The Perfect Drug,51,0.627,0.883,149.024,0.252,Popular
Alternative,Slipknot,The Nameless,55,0.338,0.983,105.938,0.22,Popular
Alternative,The Flaming Lips,Yoshimi Battles the Pink RobotsPt. 1,57,0.555,0.902,156.108,0.62,Popular
Alternative,System Of A Down,Shimmy,54,0.434,0.96,118.97,0.698,Popular
Alternative,Death Grips,I've Seen Footage,53,0.603,0.944,130.035,0.418,Popular
Alternative,Bryce Fox,Coldhearted,51,0.283,0.655,83.878,0.124,Popular
Alternative,Pearl Jam,Sirens,60,0.53,0.843,155.033,0.483,Popular
Alternative,Raveena,Spell,51,0.796,0.367,119.943,0.15,Popular
Alternative,Elefante,Así Es La Vida,66,0.804,0.67,97.969,0.644,Muito Popular
Alternative,Interpol,All The Rage Back Home,54,0.288,0.907,84.483,0.349,Popular
Alternative,KALEO,Way Down We Go - Recorded at Spotify Studios NYC,57,0.602,0.459,86.38,0.366,Popular
Alternative,Rage Against The Machine,Pistol Grip Pump,52,0.673,0.887,92.553,0.726,Popular
Alternative,The Dandy Warhols,Bohemian Like You,62,0.584,0.931,131.275,0.694,Popular
Alternative,Red Hot Chili Peppers,Dosed,56,0.571,0.8,104.377,0.335,Popular
Alternative,Linkin Park,Until It's Gone,56,0.47,0.878,114.986,0.322,Popular
Alternative,Hollywood Undead,We Are,54,0.409,0.979,173.982,0.201,Popular
Alternative,Limp Bizkit,Faith,57,0.428,0.781,93.244,0.709,Popular
Alternative,Creed,What's This Life For,51,0.393,0.78,141.772,0.204,Popular
Alternative,Real Friends,From The Outside,51,0.51,0.979,103.032,0.72,Popular
Alternative,Megadeth,Tornado Of Souls - Remastered 2004,60,0.519,0.982,97.745,0.361,Popular
Alternative,Switchfoot,Dare You to Move,54,0.439,0.908,140.018,0.351,Popular
Alternative,Billy Talent,Red Flag,64,0.564,0.865,183.052,0.726,Popular
Alternative,Avenged Sevenfold,The Stage,52,0.454,0.945,134.945,0.215,Popular
Alternative,Phantogram,Fall In Love,52,0.348,0.856,188.046,0.269,Popular
Alternative,Foo Fighters,Long Road To Ruin,55,0.401,0.888,146.781,0.365,Popular
Alternative,Q-Tip,Let's Ride,55,0.775,0.795,95.212,0.796,Popular
Alternative,Weezer,Sweet Dreams (Are Made Of This),52,0.727,0.756,125.28,0.874,Popular
Alternative,Radiohead,Airbag,56,0.306,0.872,167.946,0.648,Popular
Alternative,A Perfect Circle,"So Long, And Thanks For All The Fish",52,0.5,0.873,130.048,0.325,Popular
Alternative,Café Tacvba,La ingrata,63,0.748,0.835,142.942,0.896,Popular
Alternative,MARINA,Enjoy Your Life,56,0.709,0.822,113.993,0.661,Popular
Alternative,Radiohead,Idioteque,55,0.615,0.931,137.544,0.53,Popular
Alternative,The Strokes,Welcome To Japan,55,0.705,0.666,124.032,0.646,Popular
Alternative,Rage Against The Machine,Down Rodeo,51,0.427,0.867,170.256,0.56,Popular
Alternative,Four Tet,Teenage Birdsong,56,0.633,0.866,195.986,0.0625,Popular
Alternative,Ben Folds Five,Brick,52,0.542,0.454,96.881,0.267,Popular
Alternative,Syd,Over,52,0.784,0.511,145.003,0.592,Popular
Alternative,Rammstein,WEIT WEG,69,0.351,0.833,202.036,0.303,Muito Popular
Alternative,Live,The Dolphin's Cry,53,0.342,0.797,149.773,0.372,Popular
Alternative,R.E.M.,Stand - Remastered,52,0.652,0.744,109.307,0.94,Popular
Alternative,Saba,Bucket List,51,0.775,0.554,144.047,0.175,Popular
Alternative,Avenged Sevenfold,Acid Rain,52,0.232,0.582,184.873,0.0763,Popular
Alternative,Sabrina Claudio,Come Here,51,0.551,0.517,140.02,0.199,Popular
Alternative,J Dilla,So Far to Go,52,0.619,0.561,90.36,0.285,Popular
Alternative,Saba,HEAVEN ALL AROUND ME,51,0.678,0.393,119.997,0.0975,Popular
Alternative,Interpol,The Rover,57,0.189,0.893,198.468,0.599,Popular
Alternative,Linkin Park,Halfway Right,55,0.655,0.626,134.028,0.498,Popular
Alternative,Flying Lotus,More,54,0.714,0.805,96.983,0.359,Popular
Alternative,Phony Ppl,Somehow.,51,0.502,0.399,92.904,0.124,Popular
Alternative,Snoh Aalegra,Find Someone Like You,54,0.399,0.618,168.685,0.406,Popular
Alternative,Pantera,Mouth for War,55,0.329,0.954,156.899,0.627,Popular
Alternative,Audioslave,What You Are,52,0.501,0.687,89.002,0.486,Popular
Alternative,American Football,Never Meant,53,0.436,0.819,144.26,0.405,Popular
Alternative,KALEO,Automobile,54,0.688,0.553,125.887,0.356,Popular
Alternative,Violent Femmes,Kiss Off,51,0.648,0.305,87.22,0.823,Popular
Alternative,Red Hot Chili Peppers,Strip My Mind,54,0.387,0.653,135.601,0.262,Popular
Alternative,Welshly Arms,Indestructible,54,0.674,0.611,175.929,0.782,Popular
Alternative,Disturbed,Decadence,55,0.454,0.968,92.042,0.291,Popular
Alternative,The Dangerous Summer,The Permanent Rain,51,0.57,0.843,124.981,0.709,Popular
Alternative,Flying Lotus,Black Balloons Reprise,54,0.647,0.72,88.061,0.134,Popular
Alternative,RKCB,Naive,54,0.64,0.582,100.024,0.085,Popular
Alternative,Kiana Ledé,Take It All,52,0.52,0.322,78.019,0.593,Popular
Alternative,Jhene Aiko,Spotless Mind,51,0.473,0.455,82.717,0.33,Popular
Alternative,MGMT,Weekend Wars,53,0.549,0.859,77.013,0.69,Popular
Alternative,Radiohead,Let Down,56,0.352,0.674,102.489,0.145,Popular
Alternative,Solange,Down With the Clique,53,0.664,0.459,99.765,0.356,Popular
Alternative,Jacob Collier,Here Comes The Sun (feat. dodie),51,0.641,0.398,145.043,0.461,Popular
Alternative,Pixies,Monkey Gone to Heaven,57,0.657,0.384,116.435,0.595,Popular
Alternative,Midnight Oil,Beds Are Burning - Remastered,61,0.754,0.496,119.186,0.341,Popular
Alternative,Disturbed,In Another Time,54,0.419,0.971,179.992,0.565,Popular
Alternative,Death Grips,Get Got,53,0.57,0.993,87.0,0.405,Popular
Alternative,Sabrina Claudio,Creation,51,0.79,0.416,109.987,0.448,Popular
Alternative,Deftones,Back To School - Mini Maggit,54,0.3,0.986,85.117,0.256,Popular
Alternative,Foo Fighters,DOA,53,0.462,0.913,145.522,0.72,Popular
Alternative,Neon Indian,Polish Girl,52,0.622,0.873,111.984,0.434,Popular
Alternative,Nirvana,Blew - Remastered,53,0.404,0.923,129.955,0.588,Popular
Alternative,Arcade Fire,Neighborhood #1 (Tunnels),55,0.282,0.738,126.914,0.211,Popular
Alternative,Black Pistol Fire,Suffocation Blues,55,0.282,0.843,175.798,0.418,Popular
Alternative,Gorillaz,Fire Coming out of the Monkey's Head,51,0.769,0.621,100.25,0.649,Popular
Alternative,The Handsome Family,Far From Any Road,51,0.707,0.556,120.028,0.746,Popular
Alternative,Nickelback,Coin For The Ferryman,54,0.544,0.969,149.989,0.818,Popular
Alternative,Weezer,Happy Together,52,0.444,0.943,125.896,0.411,Popular
Alternative,Phoenix,Too Young,56,0.622,0.75,141.324,0.905,Popular
Alternative,Radiohead,Burn the Witch,56,0.541,0.847,148.937,0.62,Popular
Alternative,Linkin Park,Cure for the Itch,53,0.75,0.677,99.99,0.851,Popular
Alternative,THEY.,Pops,52,0.708,0.721,160.061,0.653,Popular
Alternative,Natalia Lafourcade,Nunca Es Suficiente,63,0.699,0.61,178.112,0.846,Popular
Alternative,The Neighbourhood,Greetings from Califournia,52,0.488,0.725,81.235,0.309,Popular
Alternative,Jordan Rakei,Midnight Mischief - Tom Misch Remix,58,0.546,0.404,92.07,0.0395,Popular
Alternative,In Flames,I Am Above,52,0.545,0.977,120.018,0.172,Popular
Alternative,GoldLink,Summatime (feat. Wale & Radiant Children),53,0.807,0.689,95.014,0.677,Popular
Alternative,Biig Piig,Perdida,53,0.767,0.0814,76.572,0.348,Popular
Alternative,Little Dragon,Ritual Union,54,0.7,0.738,144.035,0.796,Popular
Alternative,Hollywood Undead,Another Level,53,0.73,0.899,127.996,0.753,Popular
Alternative,Palaye Royale,Mr. Doctor Man,52,0.376,0.939,167.904,0.529,Popular
Alternative,Pearl Jam,Release,54,0.241,0.34,80.979,0.064,Popular
Alternative,Marilyn Manson,The Fight Song,57,0.462,0.983,130.023,0.0374,Popular
Alternative,Papa Roach,American Dreams,54,0.587,0.879,108.905,0.395,Popular
Alternative,Langhorne Slim,Life Is Confusing,54,0.373,0.216,129.03,0.496,Popular
Alternative,Lucky Daye,Concentrate,51,0.82,0.415,115.544,0.571,Popular
Alternative,Counting Crows,Colorblind,54,0.364,0.233,107.146,0.0784,Popular
Alternative,Violent Femmes,Add It Up,52,0.529,0.448,85.536,0.583,Popular
Alternative,"Royce Da 5'9""",Boblo Boat (feat. J. Cole),53,0.618,0.836,157.507,0.563,Popular
Alternative,Empress Of,When I'm With Him,54,0.779,0.846,116.01,0.757,Popular
Alternative,My Morning Jacket,Wordless Chorus,51,0.824,0.377,116.342,0.779,Popular
Alternative,Hollywood Undead,Hear Me Now,53,0.457,0.838,85.989,0.359,Popular
Alternative,Buddy,Trouble On Central,53,0.812,0.46,99.959,0.602,Popular
Alternative,System Of A Down,Science,54,0.503,0.849,89.328,0.512,Popular
Alternative,The Dangerous Summer,Way Down,52,0.401,0.923,83.241,0.237,Popular
Alternative,KALEO,Vor í Vaglaskógi,55,0.336,0.345,92.502,0.0756,Popular
Alternative,Maldita Vecindad Y Los Hijos Del 5to. Patio,Kumbala,65,0.722,0.368,120.251,0.527,Muito Popular
Alternative,As I Lay Dying,Nothing Left,52,0.388,0.979,183.905,0.0547,Popular
Alternative,TV On The Radio,Happy Idiot,53,0.625,0.945,139.994,0.846,Popular
Alternative,GoldLink,Got Muscle (feat. Peewee Longway & WaveIQ),52,0.822,0.792,130.018,0.42,Popular
Alternative,Joywave,Like a Kennedy,51,0.545,0.549,137.946,0.273,Popular
Alternative,Deftones,Swerve City,52,0.457,0.964,111.972,0.372,Popular
Alternative,Flying Lotus,Never Catch Me,54,0.526,0.936,81.305,0.283,Popular
Alternative,Palaye Royale,You'll Be Fine,52,0.27,0.931,124.608,0.446,Popular
Alternative,Arin Ray,Communication (feat. DRAM),52,0.767,0.696,107.034,0.362,Popular
Alternative,RAC,Let Go,52,0.749,0.844,110.001,0.751,Popular
Alternative,Evanescence,Taking Over Me,52,0.47,0.783,90.01,0.446,Popular
Alternative,Blood Orange,Orlando,54,0.764,0.534,143.519,0.647,Popular
Alternative,Radiohead,Just,57,0.291,0.767,175.699,0.358,Popular
Alternative,Rapsody,OooWee,53,0.432,0.652,76.859,0.26,Popular
Alternative,Nick Hakim,I Don't Know,53,0.512,0.313,110.237,0.116,Popular
Alternative,Octavian,Bet (feat. Skepta & Michael Phantom),68,0.855,0.594,78.079,0.834,Muito Popular
Alternative,Starset,Ricochet,51,0.256,0.84,112.977,0.178,Popular
Alternative,Hollywood Undead,California Dreaming,55,0.503,0.967,95.006,0.254,Popular
Alternative,YONAKA,Punch Bag,54,0.434,0.893,95.543,0.441,Popular
Alternative,Machine Head,Is There Anybody out There?,54,0.408,0.953,177.94,0.291,Popular
Alternative,Dead by April,Crying Over You,54,0.38,0.957,180.013,0.466,Popular
Alternative,Caifanes,La Negra Tomasa - Bilongo - Versión Tropical,59,0.53,0.683,174.441,0.694,Popular
Alternative,Mahalia,Do Not Disturb,60,0.789,0.836,102.998,0.687,Popular
Alternative,Megadeth,Hangar 18 - Remastered 2004,58,0.248,0.988,115.298,0.149,Popular
Alternative,Tora,Too Much,53,0.728,0.48,127.999,0.0943,Popular
Alternative,James Blake,Tell Them (feat. Moses Sumney & Metro Boomin),53,0.58,0.469,176.019,0.289,Popular
Alternative,Kiana Ledé,Big Spender (feat. Prince Charlez),57,0.587,0.739,78.796,0.865,Popular
Alternative,Mon Laferte,Amor Completo,62,0.393,0.418,175.548,0.346,Popular
Alternative,Smif-N-Wessun,Bucktown,56,0.769,0.836,88.978,0.651,Popular
Alternative,Two Door Cinema Club,Sleep Alone,52,0.53,0.751,148.063,0.522,Popular
Alternative,Metronomy,Lately,60,0.667,0.674,160.029,0.314,Popular
Alternative,Del The Funky Homosapien,Mistadobalina - Remastered Version,54,0.85,0.797,99.615,0.63,Popular
Alternative,The Neighbourhood,Alleyways,51,0.622,0.831,101.03,0.363,Popular
Alternative,Foreign Air,Caffeine,52,0.626,0.63,95.008,0.419,Popular
Alternative,Raveena,Temptation,51,0.734,0.541,140.044,0.501,Popular
Alternative,Jazmine Sullivan,Need U Bad,51,0.529,0.659,138.196,0.36,Popular
Alternative,Slick Rick,Children's Story,53,0.917,0.384,102.65,0.752,Popular
Alternative,Nickelback,What Are You Waiting For?,56,0.49,0.907,152.023,0.417,Popular
Alternative,Lewis Del Mar,Tap Water Drinking,51,0.522,0.536,75.054,0.294,Popular
Alternative,Jack White,Lazaretto,52,0.381,0.838,118.214,0.581,Popular
Alternative,Pearl Jam,Corduroy - Remastered,53,0.487,0.93,131.304,0.134,Popular
Alternative,D'Angelo,Really Love,52,0.638,0.395,78.516,0.316,Popular
Alternative,Cultura Profética,La complicidad,61,0.659,0.746,128.982,0.666,Popular
Alternative,Total Giovanni,When We Break,58,0.792,0.641,111.794,0.674,Popular
Alternative,Jai Paul,BTSTU (Edit),53,0.665,0.389,89.962,0.521,Popular
Alternative,Earl Sweatshirt,Sasquatch,51,0.457,0.687,80.51,0.217,Popular
Alternative,Crystal Castles,Vanished,53,0.713,0.868,119.98,0.641,Popular
Alternative,Gang Starr,You Know My Steez,52,0.695,0.674,179.583,0.887,Popular
Alternative,Solange,Sound of Rain,52,0.8,0.526,120.0,0.454,Popular
Alternative,GoldLink,Meditation,54,0.849,0.703,115.052,0.405,Popular
Alternative,Red Hot Chili Peppers,Detroit,56,0.439,0.885,92.738,0.495,Popular
Alternative,BANKS,Crowded Places,53,0.52,0.339,65.995,0.112,Popular
Alternative,Marilyn Manson,Personal Jesus,51,0.572,0.944,130.14,0.268,Popular
Alternative,Blur,Song 2,61,0.658,0.709,129.699,0.855,Popular
Alternative,System Of A Down,Sad Statue,54,0.26,0.938,167.421,0.547,Popular
Alternative,BAYNK,Settle,57,0.763,0.577,116.982,0.569,Popular
Alternative,The Neighbourhood,Baby Came Home 2 / Valentines,51,0.21,0.499,74.094,0.108,Popular
Alternative,Slum Village,Fall In Love,54,0.796,0.543,91.212,0.784,Popular
Alternative,Cake,War Pigs,51,0.581,0.566,83.904,0.449,Popular
Alternative,Parkway Drive,Carrion,53,0.228,0.969,155.212,0.428,Popular
Alternative,Mac Ayres,Roses,51,0.596,0.382,80.371,0.276,Popular
Alternative,Deftones,Knife Prty,51,0.295,0.883,74.483,0.118,Popular
Alternative,Mudvayne,Forget to Remember,52,0.452,0.965,188.151,0.743,Popular
Alternative,Disturbed,Hold On to Memories,54,0.547,0.637,149.979,0.469,Popular
Alternative,KAYTRANADA,BULLETS,52,0.863,0.75,125.042,0.568,Popular
Alternative,Warren Zevon,Werewolves of London - 2007 Remaster,54,0.75,0.62,103.538,0.93,Popular
Alternative,Queens of the Stone Age,The Evil Has Landed,54,0.264,0.882,85.508,0.766,Popular
Alternative,Nothing But Thieves,Forever & Ever More,54,0.289,0.841,183.17,0.399,Popular
Alternative,TOPS,Petals,52,0.822,0.706,128.707,0.895,Popular
Alternative,Ta-ku,White,54,0.448,0.776,81.818,0.488,Popular
Alternative,Kiana Ledé,If You Hate Me,53,0.698,0.399,129.908,0.194,Popular
Alternative,Welshly Arms,Sanctuary,60,0.53,0.718,76.996,0.354,Popular
Alternative,Noname,Sunny Duet (feat. the Mind),51,0.56,0.463,155.711,0.896,Popular
Alternative,Camp Lo,Coolie High,53,0.765,0.601,85.928,0.368,Popular
Alternative,Phony Ppl,Either Way.,51,0.536,0.593,104.827,0.481,Popular
Alternative,Madvillain,Meat Grinder,52,0.571,0.717,87.538,0.879,Popular
Alternative,Florence + The Machine,June,56,0.363,0.362,146.104,0.179,Popular
Alternative,The 1975,By Your Side,53,0.619,0.312,137.985,0.138,Popular
Alternative,6LACK,Switch - DEVAULT Remix,52,0.347,0.836,86.397,0.137,Popular
Alternative,Korn,Shoots and Ladders,52,0.277,0.744,93.669,0.227,Popular
Alternative,Three Days Grace,Tell Me Why,53,0.491,0.827,158.904,0.472,Popular
Alternative,Rise Against,Help Is On The Way,55,0.336,0.951,108.043,0.596,Popular
Alternative,Jurassic 5,What's Golden,54,0.833,0.815,94.009,0.76,Popular
Alternative,Jeru The Damaja,Me Or The Papes,57,0.714,0.592,169.85,0.801,Popular
Alternative,Zoé,Azul,65,0.516,0.703,97.983,0.491,Muito Popular
Alternative,Nao,Bad Blood,54,0.494,0.412,113.108,0.378,Popular
Alternative,Kiana Ledé,Heavy,53,0.736,0.489,74.0,0.186,Popular
Alternative,The Knife,Heartbeats,51,0.649,0.753,87.99,0.46,Popular
Alternative,Linkin Park,Hands Held High,52,0.565,0.603,104.0,0.132,Popular
Alternative,Moods,Love Is Real,55,0.741,0.536,94.039,0.532,Popular
Alternative,Nothing But Thieves,Soda,53,0.501,0.506,74.924,0.144,Popular
Alternative,Evans Blue,This Time It's Different,52,0.32,0.864,109.54,0.277,Popular
Alternative,Two Another,Coming Alive,57,0.577,0.37,93.521,0.152,Popular
Alternative,Car Seat Headrest,Bodys,52,0.518,0.842,143.944,0.249,Popular
Alternative,Madvillain,Curls,51,0.533,0.724,89.861,0.505,Popular
Alternative,Mastodon,Blood and Thunder,56,0.364,0.935,92.717,0.478,Popular
Alternative,The Avett Brothers,High Steppin',51,0.663,0.649,85.497,0.121,Popular
